Designation/Identification,Obstacle Type,Obstacle Position,Elevation AMSL,Height AGL,Obstacle Lighting,Revision Date,Remarks,Southern,Northern,Scotland,Sheet 1,Sheet 2,Sheet 3,Sheet 4,Sheet 5,Sheet 6,Sheet 7,Sheet 8,London Heli,Orkneys Inset,Shetland Inset
UK0172G394F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545501.16N
0071429.69W",1126 FT,353 FT,Yes,26/1/2023,SLIEVE KIRK W/F 7/12,,Yes,,,,Yes,,,,,,,,
UK0171Z673F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545040.97N
0032053.78W",417 FT,394 FT,Unknown,23/10/2015,HELLRIGG W/FARM 1/4 L17,,Yes,,,,,Yes,,,,,,,
UK0171Z675F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545051.20N
0032035.62W",417 FT,394 FT,Unknown,23/10/2015,HELLRIGG W/FARM 3/4 L17,,Yes,,,,,Yes,,,,,,,
UK0171Z676F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545100.26N
0032044.89W",414 FT,394 FT,Unknown,23/10/2015,HELLRIGG W/FARM 4/4 L17,,Yes,,,,,Yes,,,,,,,
UK0150H082F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","580721.27N
0035618.31W",1510 FT,361 FT,Unknown,5/2/2015,GORDONBUSH W/F 1/35 L14,,,Yes,Yes,Yes,,,,,,,,,
UK0150H083F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","580717.43N
0035529.59W",1633 FT,361 FT,Unknown,5/2/2015,GORDONBUSH W/F 3/35 L14,,,Yes,Yes,Yes,,,,,,,,,
UK0150H084F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","580622.98N
0035701.49W",1287 FT,361 FT,Unknown,5/2/2015,GORDONBUSH W/F 11/35 L14,,,Yes,Yes,Yes,,,,,,,,,
UK0150H086F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","580548.32N
0035602.05W",1405 FT,361 FT,Unknown,5/2/2015,GORDONBUSH W/F 29/35 L14,,,Yes,Yes,Yes,,,,,,,,,
UK0150H087F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","580613.88N
0035507.05W",1480 FT,361 FT,Unknown,5/2/2015,GORDONBUSH W/F 32/35 L14,,,Yes,Yes,Yes,,,,,,,,,
UK0171Y921F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552443.77N
0033602.77W",1821 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y922F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552431.35N
0033610.32W",1903 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y924F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552442.74N
0033629.99W",2018 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y925F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552511.45N
0033635.35W",1755 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,Yes,,,,Yes,,,,,,,
UK0171Y927F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552451.70N
0033700.99W",1821 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y928F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552439.69N
0033654.08W",1739 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y929F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552421.26N
0033650.10W",1657 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y931F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552405.86N
0033636.38W",1772 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y851F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540428.19N
0032613.87W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y852F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540439.56N
0032635.75W",502 FT,502 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y853F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540450.93N
0032657.65W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y854F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540502.30N
0032719.56W",502 FT,502 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y855F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540513.64N
0032741.48W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y856F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540525.04N
0032803.41W",502 FT,502 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y857F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540427.62N
0032511.74W",502 FT,502 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y858F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540439.26N
0032533.37W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y859F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540450.90N
0032554.99W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y860F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540502.54N
0032616.61W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y861F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540514.18N
0032638.24W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y863F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540537.44N
0032721.50W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y864F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540549.09N
0032743.10W",502 FT,502 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y866F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540501.95N
0032514.45W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y867F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540513.85N
0032535.80W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y868F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540525.76N
0032557.16W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y870F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540549.55N
0032639.89W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y871F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540601.43N
0032701.26W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171S267F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551104.67N
0033913.91W",1226 FT,409 FT,Unknown,13/3/2013,DALSWINTON WNDFARM12 D&G,,Yes,,,,,Yes,,,,,,,
UK0171Y955F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552329.13N
0033355.39W",1857 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y956F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552317.54N
0033408.11W",1762 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y958F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552318.36N
0033344.56W",1739 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y959F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552328.66N
0033452.04W",1968 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y961F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552316.78N
0033459.69W",1850 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y962F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552255.03N
0033500.36W",2132 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y964F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552308.02N
0033534.07W",2001 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y965F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552319.67N
0033543.09W",2041 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y967F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552251.12N
0033542.25W",2077 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y968F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552243.62N
0033601.46W",1880 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y969F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552257.06N
0033610.39W",1788 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y850F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540416.82N
0032551.97W",502 FT,502 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Z953F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551220.22N
0013436.75W",466 FT,400 FT,Unknown,27/10/2015,LYNEMOUTH W/F 11 OF 13,,Yes,,,,,Yes,,,,,,,
UK0171Z954F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551240.52N
0013329.95W",470 FT,400 FT,Unknown,27/10/2015,LYNEMOUTH W/F 12 OF 13,,Yes,,,,,Yes,,,,,,,
UK0171Z955F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551151.01N
0013410.09W",485 FT,400 FT,Unknown,27/10/2015,LYNEMOUTH W/F 13 OF 13,,Yes,,,,,Yes,,,,,,,
UK0171Y934F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552438.75N
0033724.06W",1624 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y936F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552356.86N
0033656.08W",1755 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y937F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552400.76N
0033729.77W",1607 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y939F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552338.26N
0033658.22W",1755 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y940F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552324.24N
0033700.62W",1755 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y942F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552329.61N
0033637.42W",1804 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y943F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552346.27N
0033640.13W",2050 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y945F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552348.75N
0033556.85W",1854 FT,410 FT,Unknown,26/7/2016,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y946F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552334.25N
0033557.31W",1821 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y948F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552405.88N
0033614.62W",1614 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y949F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552334.83N
0033528.99W",1788 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y951F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552343.94N
0033516.73W",1844 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y952F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552343.20N
0033452.66W",1854 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171Y954F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552339.25N
0033405.67W",1827 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0172G384F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545451.76N
0071556.46W",1310 FT,361 FT,Yes,26/1/2023,SLIEVE KIRK W/F 2/12,,Yes,,,,Yes,,,,,,,,
UK0172G385F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","545434.82N
0071532.11W",1217 FT,357 FT,Yes,26/1/2023,SLIEVE KIRK W/F 10/12,,Yes,,,,Yes,,,,,,,,
UK0171Z911F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540435.77N
0033648.72W",466 FT,466 FT,Unknown,3/10/2022,D14,,Yes,,,,,Yes,Yes,,,,,,
UK0172F647F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544052.23N
0072256.77W",1150 FT,328 FT,Unknown,18/3/2013,BESSY BELL WINDFARM L19,,Yes,,,,Yes,,,,,,,,
UK0171Y872F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540500.55N
0032413.12W",502 FT,502 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y873F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540512.73N
0032434.25W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y874F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540524.90N
0032455.28W",502 FT,502 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y875F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540537.07N
0032516.34W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y876F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540549.26N
0032537.46W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y877F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540601.43N
0032558.51W",502 FT,502 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y878F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540613.60N
0032619.63W",502 FT,502 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y879F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540625.76N
0032640.67W",502 FT,502 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171S648F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553944.02N
0041435.14W",1255 FT,361 FT,Unknown,19/12/2014,LFA 16,,Yes,Yes,,,Yes,Yes,,,,,,,
UK0171Z945F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551216.80N
0013317.43W",469 FT,400 FT,Unknown,27/10/2015,LYNEMOUTH W/F 2OF13,,Yes,,,,,Yes,,,,,,,
UK0171Z946F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551227.90N
0013354.92W",466 FT,400 FT,Unknown,27/10/2015,LYNEMOUTH W/F 3OF13,,Yes,,,,,Yes,,,,,,,
UK0171Z948F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551204.37N
0013325.48W",466 FT,400 FT,Unknown,27/10/2015,LYNEMOUTH W/F 5OF13,,Yes,,,,,Yes,,,,,,,
UK0171Z950F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551210.28N
0013304.66W",453 FT,400 FT,Unknown,27/10/2015,LYNEMOUTH W/F 8OF13,,Yes,,,,,Yes,,,,,,,
UK0171Z951F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551202.76N
0013403.17W",476 FT,400 FT,Unknown,27/10/2015,LYNEMOUTH W/F 9OF13,,Yes,,,,,Yes,,,,,,,
UK0171Z061F,"AERIAL CABLE, AERIAL TRAMWAY OR POWER TRANSMISSION LINE
Single","555439.00N
0042659.65W",410 FT,410 FT,Unknown,25/10/2018,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
UK18603034F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","542934.31N
0011516.36W",663 FT,410 FT,Unknown,26/7/2016,SEAMER W/FARM T3OF5 L12,,Yes,,,,,Yes,,,,,,,
UK0150H074F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","572946.83N
0030458.15W",1410 FT,328 FT,Unknown,26/7/2016,HILL O TOWIE W/F2/21 L14,,,Yes,,Yes,,,,,,,,,
UK0150H075F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","573007.36N
0030455.52W",1512 FT,328 FT,Unknown,26/7/2016,HILL O TOWIE W/F4/21 L14,,,Yes,,Yes,,,,,,,,,
UK0150H076F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","573018.76N
0030509.07W",1509 FT,328 FT,Unknown,26/7/2016,HILL O TOWIE W/F7/21 L14,,,Yes,,Yes,,,,,,,,,
UK0150H078F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","573018.48N
0030311.95W",1243 FT,328 FT,Unknown,27/9/2021,HILLO TOWIE W/F16/21 L14,,,Yes,,Yes,,,,,,,,,
UK0150H079F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","573035.20N
0030205.00W",1401 FT,328 FT,Unknown,11/10/2019,HILLO TOWIE W/F21/21 L14,,,Yes,,Yes,,,,,,,,,
UK0171Z892F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552827.92N
0033558.38W",1835 FT,410 FT,Unknown,23/7/2018,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171Z893F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552819.98N
0033425.31W",2073 FT,410 FT,Unknown,3/11/2015,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171Z895F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552744.12N
0033325.46W",2054 FT,410 FT,Unknown,3/11/2015,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171Z896F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552711.89N
0033229.82W",1991 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171Z898F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552714.43N
0033610.86W",1936 FT,410 FT,Unknown,8/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171Z899F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552645.92N
0033529.13W",1890 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171Z901F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552628.29N
0033637.56W",1870 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171Z902F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552627.78N
0033322.31W",1785 FT,410 FT,Unknown,8/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171Z903F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552611.97N
0033225.40W",2198 FT,410 FT,Unknown,8/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171Z904F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552543.53N
0033134.75W",1886 FT,410 FT,Unknown,8/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171Z905F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552536.99N
0033308.47W",1821 FT,410 FT,Unknown,8/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0171X002F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540356.29N
0033057.55W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X003F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540412.36N
0033128.46W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X005F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540137.81N
0032740.22W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X006F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540153.89N
0032811.11W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X008F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540226.02N
0032912.91W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X009F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540242.08N
0032943.81W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X011F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540314.20N
0033045.62W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X012F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540330.27N
0033116.57W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X014F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540402.38N
0033218.44W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171W936F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544621.37N
0012621.40W",788 FT,361 FT,Unknown,10/11/2015,HASWELL MOOR W/F 1/5,,Yes,,,,,Yes,,,,,,,
UK0171W937F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544629.42N
0012632.65W",802 FT,361 FT,Unknown,10/11/2015,HASWELL MOOR W/F 2/5,,Yes,,,,,Yes,,,,,,,
UK0171W939F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544621.15N
0012712.39W",830 FT,361 FT,Unknown,10/11/2015,HASWELL MOOR W/F 4/5,,Yes,,,,,Yes,,,,,,,
UK0171W940F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544619.64N
0012653.77W",808 FT,361 FT,Unknown,10/11/2015,HASWELL MOOR W/F 5/5,,Yes,,,,,Yes,,,,,,,
UK0171X015F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540127.87N
0032830.13W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X017F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540200.02N
0032931.91W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X018F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540216.08N
0033002.81W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X019F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540232.14N
0033033.71W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
